epoch,accuracy,loss,top5_acc,val_accuracy,val_loss,val_top5_acc,learning_rate
1,0.009687500074505806,4.952081680297852,0.047187499701976776,0.008593750186264515,4.605042934417725,0.05156249925494194,0.0010000000474974513
2,0.010625000111758709,4.609128952026367,0.054375000298023224,0.0078125,4.605132102966309,0.04765624925494194,0.0010000000474974513
3,0.009062499739229679,4.605376720428467,0.048124998807907104,0.0078125,4.6052470207214355,0.04453124850988388,0.0010000000474974513
4,0.006562499795109034,4.605923652648926,0.04437499865889549,0.01171875,4.604958534240723,0.0546875,0.0010000000474974513
5,0.0078125,4.6055827140808105,0.04062499850988388,0.01328125037252903,4.604889392852783,0.05078125,0.0005000000237487257
